id,uuid,question,assessment_id,user_id,options,correct_answer,question_score,class_id,subject_id,is_synced,created_at,updated_at
372,3f13978a-b6f8-4bf7-b24b-ee0acc5b27e6,"Content of Midwifery kits are divided into ______",1,1,"[2, 3, 4, 5]",4,2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
373,5e8eb3fa-833d-491e-88b7-cf459cc8fef0,"One of these is not a content of Midwifery kit",1,1,"[""Protective coverings"", ""Water containers"", ""Delivery instrument"", ""Drugs""]","Water containers",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
374,da4fffbe-94d5-4d47-9d18-e1d45ce9e8d2,"_______ is the act or process of building support for a cause ",1,1,"[""Motivation "", ""Participation "", ""Advocacy "", ""Campaign ""]","Advocacy ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
375,30c16c8a-f902-4836-a0ed-c70ea5778fbb,"Any action that speaks in favour of or pleads on behalf of others is known as ",1,1,"[""Survelance "", ""Campaign "", ""Motivation "", ""Advocacy ""]","Advocacy ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
376,3c3ea828-ecb3-41a8-88a5-8bb66c1ae826,"_______ is a set of targeted actions taken by a group of people aiming to change specific strategies or policies ",1,1,"[""Advocacy campaign "", ""Advocacy "", ""Campaign "", ""Motivation ""]","Advocacy campaign ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
377,ed5a12bb-0197-41b0-a973-f432f40b6bd0,"The following are skills in advocacy except",1,1,"[""Communication "", ""Recognition "", ""Decision making "", ""Active listening ""]","Recognition ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
378,720487ad-ba08-4718-af81-31754e95bd08,"One of these is not a step in advocacy ",1,1,"[""Understanding of subject matter "", ""Need analysis "", ""Entering the community "", ""Select audience ""]","Entering the community ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
379,9782be93-2110-4064-9e9e-9dd27c73b779,"The following are tools for advocacy except",1,1,"[""Lobbying "", ""Building network "", ""Testimonies "", ""Trust ""]","Trust ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
380,599eeead-707a-48ab-88fc-3a618c094e34,"All of these are reasons for advocacy except ",1,1,"[""Monitor people "", ""Influence change "", ""Influence opinion leaders "", ""Build support ""]","Monitor people ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
381,31aea296-8cf7-4e2a-a7c2-62700c9dbbea,"One of these is not a responsibility of the midwife in advocacy ",1,1,"[""Educator "", ""Segregation "", ""Liason Officer "", ""Campaign manager ""]","Segregation ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
382,8176b570-a53f-4aea-b89e-aa5f326d9952,"Strategies for advocacy include all except ",1,1,"[""Coalition building "", ""Implement government policies "", ""Develop suitable vision "", ""Control personal bias ""]","Implement government policies ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
383,2d9b79a3-d8be-49ec-8e23-cf83492a98a4,"_______ refers to the action of health professionals to influence decision makers in communities and government sector ",1,1,"[""Health Campaigns "", ""Health education "", ""Advocacy for health "", ""Motivation in health ""]","Advocacy for health ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
384,fc199aba-4729-4058-93bf-76977bda1084,"_______ should ideally start from the cheapest and nearest facility ",1,1,"[""Care "", ""Decision "", ""Follow up "", ""Treatment ""]","Treatment ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
385,cd96f069-e1d2-4819-8943-3d8ca9f07d2c,"When a unit cannot provide what a patient needs, the patient should be ",1,1,"[""Referred "", ""Treated "", ""Discharged "", ""Admitted ""]","Referred ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
386,d1ae952f-c9e1-48b0-afa5-4f4e564a1734,"______ is the transfer of patients care from lower to higher facility ",1,1,"[""Referral service "", ""Case management "", ""Care "", ""Treatment""]","Referral service ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
387,dee199ea-ffa2-4311-af8d-9d16bf355a0f,"There are basically _______ types of referral ",1,1,"[""One "", ""Two "", ""Three "", ""Four ""]","Two ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
388,0167a704-b25e-4f97-82c6-b543194a26eb,"In _______ way referral system patients are referred but feedback is not sent ",1,1,"[""Four "", ""Three "", ""Two "", ""One ""]","One ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
389,d250d2a9-58d2-4ddd-b94c-8c2162080dcf,"In the _______ way referral services feedback is sent ",1,1,"[""One "", ""Two "", ""Three"", ""Four ""]","Two ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
390,8659e5f5-2a9e-4fe5-85ac-8342357469d8,"In a two-way referral system, forms are completed in triplicate and ______ are sent with the patient ",1,1,"[""Zero"", ""One"", ""Two"", ""Three ""]",Two,2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
391,6a8b897d-e5bc-4cea-9f6c-184094676039,"The two-way referral system pathway are ______ in number ",1,1,"[""Five "", ""Four "", ""Three"", ""Two""]",Two,2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
392,d3f815f6-dc3d-4ffb-a07f-029f006f76c1,"______ transfer of patient follows the vertical chain ",1,1,"[""Two-way "", ""One way"", ""Normal"", ""Emergency ""]",Normal,2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
393,fac217fb-65e4-4d6d-8bd7-c80741f9c3a9,"All of the following are conditions for transfer except",1,1,"[""Standing order "", ""Midwife protocol "", ""Patient not responding "", ""Midwife not willing ""]","Midwife not willing ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
394,7a5e6f56-2a76-443a-a9f8-d2b2410f7ccf,"Factors that could limit referral include all except ",1,1,"[""Poor remuneration "", ""Inadequate knowledge "", ""Transportation problem "", ""Poor understanding ""]","Poor remuneration ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
395,86bc3a29-4d21-4037-8f0a-99ccbb8004c4,"Advantages of two-way referral system include all except ",1,1,"[""Effective linkages "", ""Provided understanding "", ""Provides continuity "", ""Assist updating ""]","Provided understanding ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
396,51957447-b6ec-4164-a028-4d7c61fa1eef,"______ is any planned combination of educational, political, organizational support for actions and healthy living ",1,1,"[""Disease prevention "", ""Health education "", ""Health promotion "", ""Behavior modification ""]","Health promotion ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
397,93976192-cbf8-4b76-b9a9-f4ef8e2ef6ef,"Health can be influenced either favourably or adversely by ",1,1,"[""Society "", ""Organization "", ""Socialization "", ""Community ""]","Community ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
398,fd88e063-9e4c-4584-965c-be721c3e6e17,"_______encompasses much more than education about health and how to live healthy ",1,1,"[""Health promotion "", ""Disease prevention "", ""Health education "", ""Environmental Health ""]","Health promotion ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
399,40f9ff11-67f2-47f4-a6a3-8053941a9bab,"A set of actions to foster good health and well being could be referred to as ",1,1,"[""Motivation "", ""Health promotion "", ""Community participation "", ""Mobilization ""]","Health promotion ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
400,73273c8a-815a-4cdd-bf49-ecf7def9c488,"_______moves beyond a focus on individual behavior towards a wide range of interventions ",1,1,"[""Environmental Health "", ""Health Promotion "", ""Disease Prevention"", ""Accident Prevention ""]","Health Promotion ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
401,be54ead6-6ad5-4d4e-bbb0-6ac77507ae7f,"Actions to inform people of what they could do to stay healthy are called ",1,1,"[""Behaviors "", ""Disease prevention "", ""Health promotion "", ""Life style ""]","Health promotion ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
402,753881ba-ec98-436e-8432-f1f1df0a7cc4,"______ are unhealthy life style behaviours known to impact health ",1,1,"[""Initiated behavioural change "", ""Behavioural change "", ""Communication "", ""Modifiable risk behaviours ""]","Modifiable risk behaviours ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
403,ce3e855e-575c-44dc-bd7a-9719a9bb8dbd,"The following are risk behaviours that could be modified except ",1,1,"[""Age "", ""Stress "", ""Sleep pattern "", ""Dietary intake ""]","Age ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
404,0fd44191-dc73-49cb-bd13-6817ffe2fc08,"One of these is not a level of health promotion ",1,1,"[""Individual "", ""Tertiary"", ""Family "", ""Group""]",Tertiary,2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
405,fcc88022-bf4f-4568-80c0-c5ec92cac66d,"At _______ level programmes may include smoking cessation ",1,1,"[""Tertiary "", ""Secondary "", ""Individual "", ""Family ""]","Individual ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
406,2bf24fd1-81cc-4a4a-95e6-e4b61791a4b2,"Services that offer family planning and immunization are at ______ level ",1,1,"[""Tertiary "", ""Group "", ""Secondary "", ""Family""]",Family,2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
407,3d527d72-3166-444f-9488-f032f5c46ebe,"At the _______ level programmes include occupational safety, accidental injury ",1,1,"[""Group "", ""Individual "", ""Secondary "", ""Family ""]","Group ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
408,f23b9282-3f87-41ce-beea-67e6d1c954ba,"Toxic agent control, infectious agent control are handled at _______ level ",1,1,"[""Group "", ""Community "", ""Primary "", ""Secondary""]","Community ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
409,e8942d9b-d6cc-4e6d-ab2e-45f3101381b5,"Modes of health promotion include all except ",1,1,"[""Environmental "", ""Communication "", ""Socialization "", ""Education ""]","Socialization ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
410,0c6d31d6-d34d-4ea7-bdc5-c4da88667d6c,"_______ is raising awareness about healthy behaviours for the entire community ",1,1,"[""Education "", ""Socialization "", ""Mobilization "", ""Communication ""]","Communication ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
411,6a28e8ca-2cc1-476b-9e98-3ed04e5e6230,"Public Service announcement is an example of ______ strategy of health promotion ",1,1,"[""Communication"", ""Education "", ""Social Support "", ""Policy ""]",Communication,2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
412,ff99b79d-2553-4e00-b1fa-abe687df028c,"To inform, educate and entertain is the traditional role of _______ ",1,1,"[""Public Service announcement "", ""Mass Media "", ""Poster "", ""Education ""]","Mass Media ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
413,0aa112bc-214c-4236-908f-f21eab0ca6ab,"_______ is a procedure through which individuals are tested in other to avoid disease from occurring ",1,1,"[""Prevention "", ""Treatment "", ""Disease prevention "", ""Health promotion ""]","Disease prevention ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
414,4537a737-64b1-4440-b346-6f91c98ca1c5,"Prevention include a wide range of actions known as ",1,1,"[""Measures "", ""Procedures "", ""Management "", ""Interventions ""]","Interventions ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
415,14119475-e741-46ea-8c3a-68009e8cf83b,"Those preventive measures that prevent the onset of disease or injury are called ",1,1,"[""Primary prevention"", ""Secondary prevention "", ""Tertiary prevent "", ""Prevention ""]","Primary prevention",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
416,a83710ab-a654-4cff-b6a4-a5c364b871c5,"Legislation and enforcement to ban as a control the control the use of harzardous products aim at _______ prevention ",1,1,"[""Routine "", ""Primary "", ""Secondary "", ""Tertiary ""]","Primary ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
417,1fba5bea-4b47-4609-bb78-7486f55416c6,"Immunization against infection diseases as a _______ prevention ",1,1,"[""Tertiary "", ""Secondary "", ""Primary "", ""Routine ""]","Primary ",2,2,4,0,"2023-09-19 06:37:27","2023-09-19 06:37:27"
418,cb28ab59-1fe1-4f4c-bd03-31b9c386b991,"Those preventive measures that lead to early diagnosis and prompt treatment are _____ preventions ",1,1,"[""Routine "", ""Tertiary "", ""Secondary"", ""Primary ""]",Secondary,2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
419,6ced4d93-df87-4201-816c-d03d2eb7b2cd,"One of these is not the sim of secondary level of prevention ",1,1,"[""Detect and treat diseases as soon as possible "", ""Encourage personal strategies to prevent recurring "", ""Implementing programs to return people to good health "", ""Immunization of infants and new borns ""]","Immunization of infants and new borns ",2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
420,42858f6c-a80e-4c57-9fb1-085e7ac1ec4c,"Preventive measures aimed at rehabilitation is ______ prevention ",1,1,"[""Tertiary "", ""Secondary "", ""Primary "", ""Routine ""]","Tertiary ",2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
421,b3cd9bd3-7832-4679-a509-403c5aaf685a,"________ aims to soften the impact of an ongoing illness ",1,1,"[""Tertiary "", ""Secondary "", ""Primary "", ""Routine ""]","Tertiary ",2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
422,03efadb2-a578-443d-bfb0-b839b655a53d,"Health education can be applied to _______ levels of prevention ",1,1,"[""All"", ""Primary "", ""Secondary "", ""Routine ""]",All,2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
423,b8aca548-4830-4674-82af-15464e01dc35,"The Midwife’s Health education for people to take their medication appropriately is a ______ level of prevention ",1,1,"[""Routine "", ""Tertiary "", ""Secondary "", ""Primary ""]","Tertiary ",2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
424,573b69aa-1c78-4a73-bd25-c63489e0b21b,"Educating people to visit their local health center when the experience symptoms is ____ level of prevention ",1,1,"[""Routine "", ""Primary "", ""Secondary "", ""Tertiary ""]","Secondary ",2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
425,3f72d14b-1fbb-469f-9b00-6d7655607ea6,"Health Education to people to practice preventive behaviors such as adequate diet is _____ prevention",1,1,"[""All"", ""Primary"", ""Secondary"", ""Tertiary""]",Tertiary,2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:40:02"
426,b2b6edf9-36b1-4c93-93cf-1664f3b557b7,"_______ is designed to detect potential work place hazards before irreversible health effects occur ",1,1,"[""Surveillance "", ""Health education "", ""Communication "", ""Rehabilitation ""]","Surveillance ",2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
427,a6069c2e-6cee-4cad-8337-e11a5431a15b,"Health surveillance is a system which includes a functional capacity for data collection, analysis and dissemination; this is a definition given by ",1,1,"[""ILO and WHO "", ""ILO "", ""WHO "", ""NMCN ""]","ILO ",2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
428,3bd3c21e-4c36-4012-b9e8-ad8e82515f7a,"Health surveillance record must be kept as a confidential record for about ",1,1,"[""20 years "", ""30 years "", ""40 years "", ""10 years ""]","40 years ",2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
429,66fbc7cd-a83c-43e6-9f12-76fb0c47dc5c,"Sources of surveillance include all except ",1,1,"[""Existing communicable disease reporting system "", ""Ongoing village level monitoring "", ""The guiding principle "", ""Case searchers ""]","The guiding principle ",2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
430,051cb31d-1f0d-4dde-b519-3b5d9e3e21b8,"The following are factors necessary for motivation except ",1,1,"[""Method of entering "", ""Planning and giving appropriate teaching "", ""Maintaining good communication "", ""Investigations to identify cases ""]","Investigations to identify cases ",2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
431,b38ffcec-c1d7-4354-ab13-ae3b4343cd53,"_______ is the process in which community people will become in both delivery and decision about their health ",1,1,"[""Community motivation "", ""Health awareness "", ""Campaign programs "", ""Community participation ""]","Community participation ",2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
432,f6a9bb9e-72ae-41cb-bf57-ca66fed943cb,"Infection transmissible between men and men or between men and animal or organisms is called ",1,1,"[""Communicable disease "", ""Disease transmission "", ""Debilitation "", ""Epidermic ""]","Communicable disease ",2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
433,827cfe03-dd44-483a-a20d-e6776ce6d9a5,"Measles, Rabies, Poliomyelites are examples of ",1,1,"[""Bacteria "", ""Virus "", ""Protozoa "", ""Influenza ""]","Virus ",2,2,4,0,"2023-09-19 06:37:28","2023-09-19 06:37:28"
434,85d372dd-d4be-4e37-81a1-a436278028aa,"_______ in pregnancy is considered to be a favorable indicator of maternal and fetal growth ",1,1,"[""Maternal age "", ""Pack cell volume "", ""Weight gain "", ""Blood pressure ""]","Weight gain ",2,2,3,0,"2023-09-19 06:42:14","2023-09-19 06:42:14"
435,616d32df-7769-44a6-ad08-41d0e0eb6064,"The human embryo from the 8th week of gestation to the end of pregnancy is called ____________",1,1,"[""Morulla "", ""Blastocyte "", ""Fetus "", ""Zygote ""]","Fetus ",2,2,3,0,"2023-09-19 06:42:14","2023-09-19 06:42:14"
436,694cd04f-c54b-4bd4-aed5-614284ba62cc,"The disparity between the fetal head and the maternal pelvis is called?",1,1,"[""Contraction of the pelvis "", ""Cephalo-pelvic disproportion "", ""Disproportion of the maternal pelvis "", ""Disproportion of the fetal head ""]","Cephalo-pelvic disproportion ",2,2,3,0,"2023-09-19 06:42:14","2023-09-19 06:42:14"
437,2500b861-7f05-4f0d-8ae0-fb9160d79b7b,"_______ is when the largest present transverse diameter has passed through the pelvic brim ",1,1,"[""Enlargement "", ""Engagement"", ""Effacement "", ""Examphalos ""]",Engagement,2,2,3,0,"2023-09-19 06:42:14","2023-09-19 06:42:14"
438,a54a75fc-2e2e-4749-90a8-e8298e5fdb34,"The discharge from the uterus following abortion or childbirth is called? ",1,1,"[""Meconium "", ""Amniotic fluid "", ""Blood "", ""Lochia ""]","Lochia ",2,2,3,0,"2023-09-19 06:42:14","2023-09-19 06:42:14"
439,9ef7c92c-fd56-4d74-b49e-8f06370a0a43,"All except one influences weight gain in pregnancy ",1,1,"[""Smoking "", ""Race/ethnicity "", ""Number of pregnancies "", ""Dietary intake ""]","Number of pregnancies ",2,2,3,0,"2023-09-19 06:42:14","2023-09-19 06:42:14"
440,34267bf4-3359-42a3-9c0c-f1d88d8f5b56,"One of the following does not lead to excessive weight in pregnancy",1,1,"[""Polyhydramnios "", ""Infra-uterine fetal death "", ""Multiple pregnancy "", ""Obesity ""]","Infra-uterine fetal death ",2,2,3,0,"2023-09-19 06:42:14","2023-09-19 06:42:14"
441,afc7a8f5-c2a4-439a-92e3-49b13afd0498,"Poor weight gain in the last 20 week of pregnancy may be due to ______..",1,1,"[""Oligohydramnios "", ""Polyhydramnios "", ""Big babies "", ""Morning Sickness ""]","Oligohydramnios ",2,2,3,0,"2023-09-19 06:42:14","2023-09-19 06:42:14"
442,edcdd69d-f6ed-465b-93fb-f694f33082e6,"One of these is not a term in describing uterine contraction in normal labour ",1,1,"[""Painful "", ""Regular "", ""Erratic "", ""Rythmic ""]","Erratic ",2,2,3,0,"2023-09-19 06:42:14","2023-09-19 06:42:14"
443,b1a1d8c2-3b98-477f-b86d-035ff364f751,"One of these is not a parameter for normal Labour",1,1,"[""Completed with the use of oxytocin "", ""Spontaneous at term "", ""Presentation by vertex "", ""Occurs at term ""]","Completed with the use of oxytocin ",2,2,3,0,"2023-09-19 06:42:14","2023-09-19 06:42:14"
444,a258afe9-6a1f-4f37-a71e-483acad93974,"Normal labour has ______ stages ",1,1,"[4, 3, 2, 1]",4,2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
445,99d66c3a-fe3f-41aa-af9c-c968e7296058,"The first stage of labour has ______ phases? ",1,1,"[2, 3, 4, 1]",3,2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
446,72aa1a20-cc79-40b1-9952-bcdf84dbde2e,"One of the following does not describe active phase of labour",1,1,"[""Begins from when the cervix is 3cm "", ""The cervix dialates at the rate of 1cm/hour "", ""Contractions are two or more in 10mins lasting above 20 seconds "", ""Is from 4cm to 8cm cervical dilateration ""]","Begins from when the cervix is 3cm ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
447,20eaca9e-e1a9-4b46-8bba-94a917ccc8f4,"All of the following except one is the cause of labour.",1,1,"[""Stimulating effect of the presenting part on the cervix "", ""Cervical dilatation of 10cm "", ""Effect of prostaglandins "", ""Diminishing effect of progesterone""]","Cervical dilatation of 10cm ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
448,8288042e-a021-4aa5-95a5-8f6fdef24552,"One of these is not a method of placental delivery",1,1,"[""Matthew Duncan’s Method "", ""Brandt Andrew’s Maneuver "", ""Control Cord traction "", ""Fundal Pressure ""]","Matthew Duncan’s Method ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
449,1b93c853-dcc7-4082-80a8-4d01152be46c,"The normal weight gained in pregnancy is _______ to ______",1,1,"[""11.5 - 12.5gm"", ""10gm - 11gm "", ""12.5 - 14gm "", ""8.5gm - 10gm ""]","11.5 - 12.5gm",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
450,b8c32f3f-9dab-40cf-88ef-40219dd921d9,"One of these is not a direct cause of maternal mortality ",1,1,"[""Haemorrhage "", ""Unsafe Abortion "", ""Obstructed/Prolonged labour "", ""Malaria ""]","Malaria ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
451,1a1d6f17-a24c-4348-b214-a64eb6d4926c,"A tool used to manage the progress of labour in the active phase is called ",1,1,"[""Cervicograph "", ""Partograph "", ""Partogramme "", ""Electro-cardiogramme ""]","Partograph ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
452,be22d04e-1032-4b66-ad5b-e3c03a0c946e,"One of these is not a parameter for accessing the progress of labour. ",1,1,"[""Descent of presenting part "", ""Cervical dilation "", ""Canditian of membranes "", ""Contraction per 10 minutes ""]","Canditian of membranes ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
453,6b2a54bb-1f9a-442d-84da-7a9c082acf5f,"One of the following does not describe the latent phase of labour ",1,1,"[""Cervical dilatation is slow occurring 1cm in 2 hours "", ""Cervical dilatation is at the rate of 1cm in 1 hour "", ""Uterine contractions are 1 or 2 in 10minutes lasting less than 20 seconds "", ""Is when the cervical dilatation is from 0 - 3 cm ""]","Cervical dilatation is at the rate of 1cm in 1 hour ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
454,05a0c1fc-fc47-4a7e-86cf-03e5e7cf0de8,"One of these is not an item plotted in the line",1,1,"[""Fetal heart rate "", ""Cervical dilatation "", ""Descent "", ""Moulding ""]","Moulding ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
455,a1596bf4-7224-40dd-a867-62f3b819b275,"All except one is not an indication for vaginal examination in labour ",1,1,"[""To obtain papanicular smear "", ""To assess condition of membranes and liquor "", ""To assess dilation of the cervix "", ""To note the condition of the vagina ""]","To obtain papanicular smear ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
456,38db67d4-f332-4af3-aa37-9e133c2f9f21,"Contractions lasting above 40 seconds are plotted in the partograph by ",1,1,"[""Strides "", ""Dotting "", ""Shadding "", ""Painting ""]","Shadding ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
457,ca4ded06-82d3-4868-a02a-4972e0e03a0b,"_______ gives information concerning the fetal wellbeing during labour ",1,1,"[""Fetal heart rate, amniotic fluid and moulding "", ""Fetal heart rate, urinalysis and amniotic fluid "", ""Amniotic fluid, moulding and contractims "", ""Moulding, Fetal heart rate and cervical dilatation ""]","Fetal heart rate, amniotic fluid and moulding ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
458,83c8cdd8-4d2b-4639-b216-091a39fabbcc,"When a woman presents with hypotonia in active labour, the midwife should re-examine her to rule out all of the following except ",1,1,"[""Malpresentation "", ""Maternal dehydration "", ""Maternal Exhaustion "", ""Cephalo-pelvic disaproportion ""]","Maternal Exhaustion ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
459,b8c13956-f5d4-46fa-b41a-277b599bbf3b,"The confirmatory sign of the second stage of labour is ",1,1,"[""Expulsive uterine contraction "", ""Absence of the cervix in virgina examination "", ""Rupture of membranes "", ""Appearance of the presenting part at the vulva ""]","Absence of the cervix in virgina examination ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
460,a8ec93c6-24c4-485f-8bdd-d059e7e96c1f,"____________ plays a vital role in the control of haemorrhage during labour ",1,1,"[""Longitudinal muscles fibres of the uterus "", ""Circular muscles fibres of the uterus "", ""Oblique muscle fibres of the uterus "", ""Transverse muscle fibres of the uterus ""]","Oblique muscle fibres of the uterus ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
461,fc2ac27e-20ae-41b3-b30a-4b403d51c535,"One of these is not used to ascertain the adequacy of the pelvis to vaginal delivery",1,1,"[""Internal pelvimetry "", ""Head fitting test "", ""X-ray pelvimetry "", ""External pelvimetry ""]","External pelvimetry ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
462,5df5525c-4caa-4e00-9038-8722f0c4f55f,"Changes that pregnancy cause affects all the following except ",1,1,"[""Reproductive Organ"", ""Metabolic processes "", ""Hormonal balances "", ""Mental Reasoning ""]","Mental Reasoning ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
463,d0c25219-0093-45fb-845c-281d041d27fe,"The period during which the generative organs return to their pre-gravid state is called ",1,1,"[""Perineal period "", ""Puerperium "", ""Lying-in-period "", ""Post the bill period ""]","Puerperium ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
464,f5d03f78-4988-429c-8916-e923626ffcd7,"The process by which the generative organs return to their pre-gravid state is known as ",1,1,"[""Puerperium "", ""Involution "", ""Antolysis "", ""Lochia ""]","Antolysis ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
465,810a9b7a-cd4b-42bf-9ba8-725938eefabd,"The self digestion process that effect the return of generative organs to their pre-gravid state is called ______",1,1,"[""Autolysis "", ""Dialysis "", ""Enzymatic digestion "", ""Difussion ""]","Autolysis ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
466,11895c37-169e-49ce-b0e0-c53ccd02f80c,"______ is produced in the uterine muscle as a result of ischaemia caused by uterine contractions",1,1,"[""Autolytic enzymes "", ""Proteolytic enzymes "", ""Digestive enzymes "", ""Pancreatic enzymes ""]","Proteolytic enzymes ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
467,9c5c719c-b289-4bcb-a07b-02752f8c4b12,"The nitrogenous exudate produced from autolysis is absorbed into the blood and excreted in ",1,1,"[""Blood "", ""Stools "", ""Urine "", ""Sweat ""]","Urine ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
468,c3b34ddf-4bcb-44f9-a568-0d699da54265,"The epithelial debris generated by autolysis is excreted in ",1,1,"[""Menstruation "", ""Lochia "", ""Urine "", ""Stool ""]","Lochia ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
469,57140636-6544-4661-b849-0f8b8edb8da7,"Lactation is initiated by ______ from the anterior lobe of the pituitary gland ",1,1,"[""Oestrogen "", ""Progesterone "", ""Prolactin "", ""Oxytocin ""]","Prolactin ",2,2,3,0,"2023-09-19 06:42:15","2023-09-19 06:42:15"
